bengali,bishnupriya,kind,uses,screens
পৃষ্ঠা খোলা যায়নি,,ui,1,NingshingCheWebsiteClient.kt
পৃষ্ঠা … / …,,ui,1,PdfViewerScreen.kt
পৃষ্ঠায় যান,,ui,1,PdfViewerScreen.kt
পেস্ট,,ui,1,HtmlContentEditor.kt
পৌরাণিক লোকগাথা: মণিপুরের লোকতাক হ্রদ ও সৃষ্টির আখ্যান,,content,1,NinghsingCheContentData.kt
পৌরাণিক-কাহিনী,,ui,1,EditorialComponents.kt
"প্রকৃতির সাথে তাল মিলিয়ে নির্মিত পরিবেশবান্ধব বাঁশ, মাটি ও ছনের ঐতিহ্যবাহী ইঞ্চৌঘরের স্থাপত্য বিশ্লেষণ।",,content,1,NinghsingCheContentData.kt
প্রকৃতির সাথে নিবিড় সম্পর্কের পরিচায়ক 'ইঞ্চৌঘর' ও মাটির তৈরি ভিটের বাস্তুসংস্থান ও নির্মাণ শৈলীর নান্দনিক পর্যালোচনা।,,content,1,NinghsingCheContentData.kt
প্রতাপ,,content,1,AuthorProfiles.kt
প্রতিষ্ঠা,,content,1,NinghsingCheContentData.kt
প্রতিষ্ঠা ১ম সংখ্যা (২০১৪),,content,1,NinghsingCheContentData.kt
প্রতিষ্ঠাতা সম্পাদক মণ্ডলী,,content,1,NinghsingCheContentData.kt
প্রথম মন্তব্যটি আপনিই লিখুন।,,ui,1,ArticleScreen.kt
প্রথম সংখ্যা,,content,1,NinghsingCheContentData.kt
প্রথমবার খুললে সাইন-ইন প্রয়োজন। তারপর বিজ্ঞপ্তি চালু করতে পারবেন।,,ui,1,WelcomeOnboardingScreen.kt
প্রধান প্রশাসক,,ui,1,SupabaseModels.kt
প্রবন্ধ ও গান খুঁজুন...,,ui,1,ListScreens.kt
প্রবন্ধ তালিকা লোড হয়নি (…),,ui,1,SupabaseClient.kt
প্রবন্ধ যোগ,,ui,1,UserDashboardScreen.kt
প্রবন্ধ সংরক্ষণ হয়েছে,,ui,1,MainViewModels.kt
প্রবন্ধটি পাওয়া যায়নি।,,ui,1,ReaderViewModels.kt
প্রবন্ধের অবস্থা,,ui,1,UserDashboardCharts.kt
প্রবন্ধের ছবি,,ui,1,HtmlArticleRenderer.kt
প্রবন্ধের শিরোনাম,,ui,1,NinghsingCheAiAssistant.kt
প্রবেশ করা হচ্ছে...,,ui,1,GoogleSignInButton.kt
প্রভাস,,content,1,AuthorProfiles.kt
প্রস্তাবিত জিজ্ঞাসা:,,ui,1,AiAssistantScreen.kt
প্রস্থ,,ui,1,PdfViewerScreen.kt
প্রস্থ ও উচ্চতা দুটোই,,ui,1,PdfViewerScreen.kt
"প্রাচীন লোকগাথা, বৈষ্ণব কাব্যানুবাদ, সেনাপতি রাজকুমার ও আধুনিক কবিদের লেখনীতে সমৃদ্ধ সাহিত্যধারার পরিক্রমা।",,content,1,NinghsingCheContentData.kt
প্রাচীনকালের কিছু জনপ্রিয় ঐতিহাসিক মিংকৌ নাম কী কী?,,ui,1,NinghsingCheAiAssistant.kt
প্রামাণ্য দলিল,,content,1,NinghsingCheContentData.kt
প্রিভিউ,,ui,1,NewMusicScreen.kt
প্রেম,,ui,1,MusicGenres.kt
প্রোফাইল অসম্পূর্ণ। নতুন প্রবন্ধ বা গান জমা দিতে আগে প্রোফাইল পূরণ করুন।,,ui,1,UserDashboardScreen.kt
প্রোফাইল ছবি (ImgBB),,ui,1,UserProfileScreen.kt
প্রোফাইল ছবি আপডেট হয়েছে।,,ui,1,ReaderWorkspaceViewModel.kt
প্রোফাইল ছবি আপলোড করুন।,,ui,1,ReaderWorkspaceViewModel.kt
প্রোফাইল সংরক্ষণ করুন,,ui,1,UserProfileScreen.kt
প্রোফাইল সংরক্ষণ যায়নি (…)। SQL মাইগ্রেশন 006 চালানো হয়েছে কি?,,ui,1,SupabaseClient.kt
প্রোফাইল সংরক্ষণ যায়নি।,,ui,1,ReaderWorkspaceViewModel.kt
প্রোফাইল সংরক্ষিত হয়েছে।,,ui,1,ReaderWorkspaceViewModel.kt
প্লেয়ার চালু হয়নি। আবার চেষ্টা করুন।,,ui,1,MusicController.kt
প্লেলিস্ট,,ui,1,MusicScreen.kt
প্লেলিস্ট তৈরি করতে উপরের + চাপুন।,,ui,1,MusicScreen.kt
প্লেলিস্টের নাম,,ui,1,MusicScreen.kt
ফর্ম টোকেন পাওয়া যায়নি,,ui,1,NingshingCheWebsiteClient.kt
ফলাফল,,ui,1,ListScreens.kt
ফাইল খালি।,,ui,1,MusicLibraryStore.kt
ফাইল খোলা যায়নি।,,ui,1,SatoruUploadClient.kt
ফাইলটি একটি বৈধ পিডিএফ নয়।,,ui,1,PdfHelper.kt
ফিচা / ড,,ui,1,Type.kt
ফিচারড,,ui,1,Type.kt
ফিচার্ড ও সম্পাদকীয় পছন্দ,,ui,1,SettingsScreen.kt
ফেব,,ui,1,UserDashboardCharts.kt
ফোক-ফিউশন,,ui,1,MusicGenres.kt
ফোন (ঐচ্ছিক),,ui,1,ArticleCommentForm.kt
ফোন নম্বর,,ui,1,UserProfileScreen.kt
ফোন নম্বর দিন।,,ui,1,ReaderWorkspaceViewModel.kt
ফোন: +880 9638-781890,,ui,1,PortalPages.kt
ফ্রেমে মিল,,ui,1,PdfViewerScreen.kt
বংশনাম,,content,1,NinghsingCheContentData.kt
বই,,ui,1,PdfViewerScreen.kt
বই ও সাময়িকী,,ui,1,EditorialComponents.kt
বই দৃশ্য  ·  সোয়াইপ করে পাতা উল্টান,,ui,1,PdfViewerScreen.kt
বইটি খোলা যায়নি,,ui,1,PdfViewerScreen.kt
বইটি খোলা যায়নি।,,ui,1,MainViewModels.kt
বড় করুন,,ui,1,ArticleScreen.kt
বড় করে দেখুন,,ui,1,HtmlArticleRenderer.kt
বর্মেন্দ্র,,content,1,AuthorProfiles.kt
বর্ষপূর্তি,,content,1,NinghsingCheContentData.kt
বাঁকা,,ui,1,HtmlContentEditor.kt
বাংলাদেশ,,ui,1,NingshingCheWebsiteClient.kt
বাড়ি,,ui,1,NinghsingCheAiAssistant.kt
বাতিল,,ui,1,MusicScreen.kt
বাদ্যযন্ত্র,,ui,1,MusicGenres.kt
বার্তা পাঠানো যায়নি (…)। SQL মাইগ্রেশন 007 চালান।,,ui,1,SupabaseClient.kt
বার্তা পাঠানো যায়নি।,,ui,1,ReaderWorkspaceViewModel.kt
বাস্তুসংস্থান,,content,1,NinghsingCheContentData.kt
বিজ্ঞপ্তি (…),,ui,1,AccountHeaderButton.kt
বিজ্ঞপ্তি ও আপডেট,,ui,1,SettingsScreen.kt
বিজ্ঞান,,ui,1,NingshingCheWebsiteClient.kt
বিজ্ঞান-ও-প্রযুক্তি,,ui,1,EditorialComponents.kt
বিভাগ,,ui,1,ListScreens.kt
"বিভাগ, লেখক, বার্ষিক সংখ্যা ও নির্বাচিত লেখা",,ui,1,ExploreScreen.kt
বিরল পাণ্ডুলিপি,,content,1,NinghsingCheContentData.kt
বিরহ,,ui,1,MusicGenres.kt
বিশু উৎসব কীভাবে পালিত হয়?,,ui,1,MainViewModels.kt
বিশু উৎসব: মণিপুরি নববর্ষের প্রকৃতি ও আত্মশুদ্ধির আনন্দধারা,,content,1,NinghsingCheContentData.kt
বিশু উৎসবে ঐতিহ্যবাহী খাদ্যাভ্যাস ও পোশাক কেমন হয়?,,ui,1,NinghsingCheAiAssistant.kt
বিশু উৎসবের উৎপত্তি ও পৌরাণিক তাৎপর্য কী?,,ui,1,NinghsingCheAiAssistant.kt
বিশেষ নির্বাচন,,ui,1,HomeScreen.kt
"বিশ্বের একমাত্র ভাসমান হ্রদ লোকতাককে ঘিরে গড়ে ওঠা বিষ্ণুপ্রিয়া মণিপুরি লোকবিশ্বাস, নাগরাজ এবং প্রকৃতি বন্দনা।",,content,1,NinghsingCheContentData.kt
বিষয় ও বিভাগসমূহ,,ui,1,EditorialComponents.kt
বিষু উৎসব,,ui,1,EditorialComponents.kt
বিষ্ণুপ্রিয়া মণিপুরি ইতিহাস ও সুবর্ণ জয়ন্তীর বিশেষ প্রকাশনা।,,content,1,NinghsingCheContentData.kt
বিষ্ণুপ্রিয়া মণিপুরি ঐতিহ্য ও বিশ্ব জ্ঞানকোষ,,ui,1,AiAssistantScreen.kt
"বিষ্ণুপ্রিয়া মণিপুরি ঐতিহ্যবাহী লোকসংগীত, রাস উৎসব এবং যুব সমাজের সাংস্কৃতিক বিকাশ নিয়ে নিয়মিত প্রবন্ধ রচনা করেন।",,content,1,NinghsingCheContentData.kt
বিষ্ণুপ্রিয়া মণিপুরি কবি ও প্রাবন্ধিকদের নির্বাচিত শ্রেষ্ঠ রচনার সংকলন।,,content,1,NinghsingCheContentData.kt
"বিষ্ণুপ্রিয়া মণিপুরি কাব্যধারা, গল্প, নাটক, সমালোচনা এবং আধুনিক সাহিত্য আন্দোলনের রূপরেখা।",,content,1,NinghsingCheContentData.kt
"বিষ্ণুপ্রিয়া মণিপুরি গোত্র, বংশনাম এবং আত্মপরিচয়ের প্রতীক 'মিংকৌ' ব্যবস্থার উৎপত্তি ও আধুনিক সমাজের প্রাসঙ্গিকতা।",,content,1,NinghsingCheContentData.kt
"বিষ্ণুপ্রিয়া মণিপুরি জাতির প্রাচীন উৎপত্তি, মণিপুরের লোকতাক হ্রদের ইতিহাস ও অভিবাসনের ধারাবাহিক প্রেক্ষাপট।",,content,1,NinghsingCheContentData.kt
বিষ্ণুপ্রিয়া মণিপুরি ভাষা আন্দোলন এবং প্রাচীন লোকসংস্কৃতি নিয়ে দীর্ঘদিন ধরে গবেষণা ও লেখালেখি করছেন। নিংশিং চে তথ্যকোষের অন্যতম প্রধান উপদেষ্টা।,,content,1,NinghsingCheContentData.kt
বিষ্ণুপ্রিয়া মণিপুরি ভাষা আন্দোলন প্রামাণ্য দলিল,,content,1,NinghsingCheContentData.kt
বিষ্ণুপ্রিয়া মণিপুরি ভাষা আন্দোলনের সংক্ষিপ্ত ইতিহাস ও তাৎপর্য,,content,1,NinghsingCheContentData.kt
বিষ্ণুপ্রিয়া মণিপুরি ভাষা ও সংস্কৃতির ডিজিটাল সংকলন — নিংশিং চে।,,ui,1,ArticleScreen.kt
বিষ্ণুপ্রিয়া মণিপুরি ভাষা ও সাহিত্যের উৎপত্তি সম্পর্কে জানতে চাই,,ui,1,NinghsingCheAiAssistant.kt
"বিষ্ণুপ্রিয়া মণিপুরি ভাষা, সাহিত্য, ইতিহাস, সংস্কৃতি ও ঐতিহ্যের একমাত্র প্রামাণ্য ও মুক্ত ডিজিটাল তথ্যকোষ ও আর্কাইভ।",,ui,1,SettingsScreen.kt
"বিষ্ণুপ্রিয়া মণিপুরি ভাষা, সাহিত্য, সংস্কৃতি ও ইতিহাসের যে কোনো প্রশ্ন করুন",,ui,1,EditorialComponents.kt
"বিষ্ণুপ্রিয়া মণিপুরি ভাষায় প্রকাশিত বই, সাময়িকী ও গবেষণাকর্মের নিরপেক্ষ বিশ্লেষণ ও গ্রন্থালোচনা।",,content,1,NinghsingCheContentData.kt
বিষ্ণুপ্রিয়া মণিপুরি ভাষার নারী লেখক ও শহীদ সুদেষ্ণা সিংহের আত্মত্যাগের ঐতিহাসিক প্রেক্ষাপট নিয়ে তাৎপর্যপূর্ণ গ্রন্থ রচনা করেছেন।,,content,1,NinghsingCheContentData.kt
"বিষ্ণুপ্রিয়া মণিপুরি ভাষার পঞ্চাশ বছরের সাহিত্য, সমাজবিকাশ ও সাংস্কৃতিক আন্দোলনের প্রামাণ্য সুবর্ণ জয়ন্তী সংকলন।",,content,1,NinghsingCheContentData.kt
"বিষ্ণুপ্রিয়া মণিপুরি ভাষার প্রথিতযশা গবেষক, কবি ও লেখকদের পরিচিতি ও লেখনী।",,content,1,NinghsingCheContentData.kt
বিষ্ণুপ্রিয়া মণিপুরি ভাষার সাংবিধানিক স্বীকৃতির ইতিহাস কী?,,ui,1,NinghsingCheAiAssistant.kt
"বিষ্ণুপ্রিয়া মণিপুরি মাতৃভাষা আন্দোলনে প্রথম নারী শহীদ সুদেষ্ণা সিংহের সংগ্রামী জীবন, আত্মোৎসর্গ ও অমর স্মৃতিগাঁথা।",,content,1,NinghsingCheContentData.kt
"বিষ্ণুপ্রিয়া মণিপুরি লোকবিশ্বাস, পৌরাণিক দেব-দেবী, লাই-হারাওবা এবং কিংবদন্তির আখ্যান।",,content,1,NinghsingCheContentData.kt
"বিষ্ণুপ্রিয়া মণিপুরি লোকসংগীত, পৌরাণিক ঐতিহ্য ও সমাজসংস্কৃতি সংখ্যা।",,content,1,NinghsingCheContentData.kt
বিষ্ণুপ্রিয়া মণিপুরি সমাজে মিংকৌ নাম রাখার নিয়মাবলী কী?,,ui,1,NinghsingCheAiAssistant.kt
বিষ্ণুপ্রিয়া মণিপুরি সমাজের ঐতিহ্যবাহী লোকসংগীত ও রাগধারা,,content,1,NinghsingCheContentData.kt
বিষ্ণুপ্রিয়া মণিপুরি সাহিত্য ও সংস্কৃতি পোর্টাল,,ui,1,SplashScreen.kt
বিষ্ণুপ্রিয়া মণিপুরি সাহিত্যের আদিযুগ থেকে আধুনিক পর্ব,,content,1,NinghsingCheContentData.kt
বিষ্ণুপ্রিয়া মণিপুরিদের অন্যান্য প্রধান সামাজিক ও ধর্মীয় উৎসব কী কী?,,ui,1,NinghsingCheAiAssistant.kt
বিষ্ণুপ্রিয়া মণিপুরিদের ঐতিহ্যবাহী বসতবাড়ির স্থাপত্য: 'ইঞ্চৌঘর',,content,1,NinghsingCheContentData.kt
বৈষ্ণব পদাবলী,,content,1,NinghsingCheContentData.kt
ব্যবহারকারীর প্রশ্ন: …,,ui,1,NinghsingCheAiAssistant.kt
ভজন,,ui,1,MusicGenres.kt
ভয়েস ইঞ্জিন প্রস্তুত করা যায়নি।,,ui,1,ArticleTtsPlayer.kt
ভয়েস থামান,,ui,1,ArticleScreen.kt
ভয়েস পুনরায় চালু করুন,,ui,1,ArticleScreen.kt
ভয়েস শুনুন,,ui,1,ArticleScreen.kt
"ভাষা আন্দোলন, প্রামাণ্য দলিল ও নৃতাত্ত্বিক গবেষণা প্রবন্ধমালা।",,content,1,NinghsingCheContentData.kt
ভাষা আন্দোলনের প্রেক্ষাপট ও প্রাচীন লোকনৃত্যের সমাজতাত্ত্বিক মূল্যায়ন।,,content,1,NinghsingCheContentData.kt
ভাষা ও সংস্কৃতি গবেষক,,content,1,NinghsingCheContentData.kt
ভাষা শহীদ,,content,1,NinghsingCheContentData.kt
ভাষা শহীদ সুদেষ্ণা সিংহ স্মারক সংখ্যা ও সমাজ জাগরণের চালচিত্র।,,content,1,NinghsingCheContentData.kt
ভাষা শহীদ সুদেষ্ণা সিংহ: অবিনাশী আত্মত্যাগ ও প্রেরণার শিখা,,content,1,NinghsingCheContentData.kt
"ভাষা, সংস্কৃতি ও সমাজ বিকাশে বিভিন্ন সামাজিক ও সাংস্কৃতিক সংগঠনের নানামুখী উদ্যোগ।",,content,1,NinghsingCheContentData.kt
ভিউ,,ui,1,UserDashboardScreen.kt
ভিডিও আর্কাইভে নতুন সংযোজন,,ui,1,SettingsScreen.kt
ভিডিও চালান,,ui,1,MusicPlayer.kt
ভিডিও দেখুন,,ui,1,ArticleScreen.kt
মডারেটর,,ui,1,SupabaseModels.kt
মণিপুর,,content,1,NinghsingCheContentData.kt
মণিপুরি রাসলীলায় গোপী ও কৃষ্ণের বেশভূষার বৈশিষ্ট্য কী?,,ui,1,NinghsingCheAiAssistant.kt
"মণিপুরি লোকসংস্কৃতি, নৃত্যকলা ও গীতিসংকলন",,content,1,NinghsingCheContentData.kt
মণিপুরি সমাজে 'মিংকৌ' বা নামপ্রথা: সাংস্কৃতিক তাৎপর্য ও ঐতিহ্য,,content,1,NinghsingCheContentData.kt
মণিপুরের লোকতাক হ্রদের প্রাচীন ইতিহাস এবং ঐতিহ্যবাহী গৃহসংস্থান।,,content,1,NinghsingCheContentData.kt
মন্তব্য আবশ্যক।,,ui,1,ReaderViewModels.kt
মন্তব্য ও পাঠক রচনা পর্যালোচনা,,ui,1,SupabaseModels.kt
মন্তব্য করিক,,ui,1,NingshingCheWebsiteClient.kt
মন্তব্য করুন,,ui,1,ArticleCommentForm.kt
মন্তব্য জমা দিন,,ui,1,ArticleCommentForm.kt
মন্তব্য জমা হয়েছে। অনুমোদনের পর প্রকাশিত হবে।,,ui,1,ReaderViewModels.kt
মন্তব্য জমা হয়েছে। অনুমোদনের পর প্রকাশিত হবে। তবে এই ডিভাইসে আপনার তথ্য মনে রাখা যায়নি।,,ui,1,ReaderViewModels.kt
মন্তব্য তালিকা লোড হয়নি (…),,ui,1,SupabaseClient.kt
মন্তব্য পাঠানি ইল। পর্যালোচনার পর প্রকাশ অইতই।,,ui,1,NingshingCheWebsiteClient.kt
মন্তব্য পাঠানো হচ্ছে...,,ui,1,ReaderViewModels.kt
মহারাস,,ui,1,NinghsingCheAiAssistant.kt
মহারাস ও রাখাল রাসের বিশেষত্ব কী?,,ui,1,MainViewModels.kt
"মহারাস, নিত্যরাস ও রাখাল রাসের মধ্যে পার্থক্য কী?",,ui,1,NinghsingCheAiAssistant.kt
"মহারাস, বসন্তরাস, তাল-লয়, ঢাকের বোল এবং বিষ্ণুপ্রিয়া মণিপুরি ধ্রুপদী নৃত্যকলার পূর্ণাঙ্গ সচিত্র নির্দেশিকা।",,content,1,NinghsingCheContentData.kt
"মাতৃভাষাকে ইন্টারনেটের আঙিনায় সমৃদ্ধ করতে ডিজিটাল লিপিকরণ, তথ্যকোষ নির্মাণ ও ভবিষ্যৎ প্রযুক্তির মেলবন্ধন।",,content,1,NinghsingCheContentData.kt
"মাতৃভাষায় বিজ্ঞান চেতনা প্রসার, ডিজিটাল মাধ্যমে ভাষা সংরক্ষণ এবং আধুনিক প্রযুক্তির সংযোগ।",,content,1,NinghsingCheContentData.kt
"মাতৃভাষার প্রথম নারী শহীদ সুদেষ্ণা সিংহের জীবন, আদর্শ ও ১৬ মার্চের আত্মদানের ইতিহাস।",,content,1,NinghsingCheContentData.kt
মার্চ,,ui,1,UserDashboardCharts.kt
মিংকৌ এবং মূল নামের মধ্যে সামাজিক পার্থক্য ও প্রয়োগ কী?,,ui,1,NinghsingCheAiAssistant.kt
মিংকৌ প্রথা,,ui,1,EditorialComponents.kt
মুদ্রিত সংখ্যা,,content,1,NinghsingCheContentData.kt
মূল তাক,,ui,1,PdfArchiveScreen.kt
মূল বিষয়,,ui,1,NinghsingCheAiAssistant.kt
মূল লেখা,,ui,1,NewArticleScreen.kt
মে,,ui,1,UserDashboardCharts.kt
মেনু,,ui,1,AiAssistantScreen.kt
মেমরি ও অফলাইন ক্যাশ ব্যবস্থাপনা,,ui,1,SettingsScreen.kt
মোট …টি জমা,,ui,1,UserDashboardCharts.kt
মোটা,,ui,1,HtmlContentEditor.kt
"মৌলভীবাজার, বাংলাদেশ",,content,1,NinghsingCheContentData.kt
যাচাইকৃত লেখক,,ui,1,VerifiedBadge.kt
যান,,ui,1,PdfViewerScreen.kt
যুব,,ui,1,NingshingCheWebsiteClient.kt
যে কোনো প্রবন্ধের কার্ডে বা পড়ার সময় বুকমার্ক আইকনে চাপ দিলে তা এখানে সংরক্ষিত থাকবে।,,ui,1,BookmarksScreen.kt
যেকোনো বিষয়ে প্রশ্ন করুন...,,ui,1,AiAssistantScreen.kt
যোগ করুন,,ui,1,UserDashboardScreen.kt
যোগাযোগ করুন,,ui,1,SiteFooter.kt
রক,,ui,1,MusicGenres.kt
রণজিত,,content,1,AuthorProfiles.kt
রণজি্ত,,content,1,AuthorProfiles.kt
রণজিৎ,,content,1,AuthorProfiles.kt
রনি,,content,1,AuthorProfiles.kt
রাখুয়াল,,ui,1,MusicGenres.kt
রাতের মোড,,ui,1,PdfViewerScreen.kt
রাস উৎসবে ব্যবহৃত মণিপুরি মৃদঙ্গ ও খোল বাদ্যযন্ত্রের বিশেষত্ব কী?,,ui,1,NinghsingCheAiAssistant.kt
রিপিট,,ui,1,MusicPlayer.kt
রিমিক্স,,ui,1,MusicGenres.kt
রিলোড,,ui,1,UserDashboardScreen.kt
রিসেট,,ui,1,ArticleScreen.kt
লাইনের ফাঁক (Line Spacing),,ui,1,ArticleScreen.kt
লাইভ প্রিভিউ (কালপুরুষ ফন্ট):,,ui,1,ArticleScreen.kt
লিরিক,,ui,1,MusicPlayer.kt
লেখক এখানে কোন কোন দিককে বেশি গুরুত্ব দিয়েছেন?,,ui,1,NinghsingCheAiAssistant.kt
লেখক • নিংশিং চে,,ui,1,ArticleScreen.kt
লেখক …-এর অন্যান্য উল্লেখযোগ্য প্রবন্ধ ও গ্রন্থ কী কী?,,ui,1,NinghsingCheAiAssistant.kt
লেখকবৃন্দ,,ui,1,Screen.kt
লেখকের রচনাবলী,,ui,1,ListScreens.kt
লেখা জমা যায়নি (…)। প্রোফাইল সম্পূর্ণ করে আবার চেষ্টা করুন।,,ui,1,SupabaseClient.kt
লেখা জমা যায়নি।,,ui,1,ReaderWorkspaceViewModel.kt
লেখা জমা হয়েছে,,ui,1,NewArticleScreen.kt
লেখা জমা হয়েছে। সম্পাদকীয় পর্যালোচনার পর প্রকাশিত হবে।,,ui,1,ReaderWorkspaceViewModel.kt
লেখা জমাদান,,ui,1,SiteFooter.kt
"লেখা নির্বাচন করলে মোটা, বাঁকা, নিচে দাগ, কপি, কাট ও পেস্ট দেখাবে। ছবি ImgBB-তে আপলোড হয়।",,ui,1,HtmlContentEditor.kt
লেখা সম্পাদকীয় পর্যালোচনার পর প্রকাশিত হবে। শিরোনাম ও মূল লেখা জমা দেওয়া পর্যন্ত সংরক্ষিত থাকবে।,,ui,1,NewArticleScreen.kt
লেখাসমূহ,,ui,1,PortalPages.kt
লোকউৎসব,,content,1,NinghsingCheContentData.kt
লোকগীতি,,ui,1,MusicGenres.kt
লোকতাক হ্রদ,,content,1,NinghsingCheContentData.kt
লোকসংস্কৃতি,,content,1,NinghsingCheContentData.kt
লোকসাহিত্য গবেষণা সংস্করণ (২০২২),,content,1,NinghsingCheContentData.kt
শর্তাবলী,,ui,1,SiteFooter.kt
শহীদ,,ui,1,NinghsingCheAiAssistant.kt
শহীদ সুদেষ্ণা সিংহ ছাড়া আর কারা ভাষা আন্দোলনে ভূমিকা রেখেছিলেন?,,ui,1,NinghsingCheAiAssistant.kt
শহীদ সুদেষ্ণা সিংহ স্মারক পত্রিকা,,content,1,NinghsingCheContentData.kt
শহীদ সুদেষ্ণা সিংহের আত্মত্যাগ সম্পর্কে বলুন,,ui,1,MainViewModels.kt
শহীদ স্মারক,,content,1,NinghsingCheContentData.kt
শাফেল,,ui,1,MusicPlayer.kt
"শারদীয় উৎসবের রঙে সাজানো বিষ্ণুপ্রিয়া মণিপুরি সাহিত্য, গল্প ও স্মৃতিকথা সংকলন।",,content,1,NinghsingCheContentData.kt
শারদীয় বিশেষ সংখ্যা (২০২৪),,content,1,NinghsingCheContentData.kt
শারদীয় সংখ্যা,,content,1,NinghsingCheContentData.kt
শিক্ষা,,content,1,NinghsingCheContentData.kt
শিরোনাম আবশ্যক।,,ui,1,ReaderWorkspaceViewModel.kt
শিরোনাম ও লেখা আবশ্যক।,,ui,1,ReaderWorkspaceViewModel.kt
শিশির,,content,1,AuthorProfiles.kt
শিশু,,ui,1,MusicGenres.kt
শুধুমাত্র এই নিবন্ধের তথ্যের ভিত্তিতে উত্তর প্রদান করা হয়,,ui,1,ArticleScreen.kt
শুনুন,,ui,1,NewMusicScreen.kt
শুভাশিস,,content,1,AuthorProfiles.kt
শেষ ছয় মাসে কোনো কার্যক্রম নেই।,,ui,1,UserDashboardCharts.kt
শেষ ৬ মাস,,ui,1,UserDashboardCharts.kt
শেষ ৬ মাসে মোট …টি,,ui,1,UserDashboardCharts.kt
শ্রী,,content,1,AuthorProfiles.kt
সংকলন,,content,1,NinghsingCheContentData.kt
সংক্রান্তি,,ui,1,NinghsingCheAiAssistant.kt
সংক্ষেপ,,ui,1,NinghsingCheAiAssistant.kt
সংযুক্তি,,ui,1,UserDashboardScreen.kt
সংরক্ষণ ব্যর্থ: …,,ui,1,SettingsScreen.kt
সংরক্ষণ যায়নি (…)। লিংক মেয়াদ শেষ হতে পারে।,,ui,1,MusicLibraryStore.kt
সংরক্ষণ হচ্ছে...,,ui,1,SettingsScreen.kt
সংরক্ষিত তথ্য লোড হচ্ছে...,,ui,1,ArticleCommentForm.kt
সংরক্ষিত তালিকার মধ্যে খুঁজুন...,,ui,1,BookmarksScreen.kt
সংরক্ষিত প্রবন্ধ,,ui,1,BookmarksScreen.kt
সংস্করণ ১.০.০ (অফিশিয়াল সংস্করণ),,ui,1,SettingsScreen.kt
সংস্করণ … • সাইজ: …,,ui,1,SettingsScreen.kt
সংস্কৃতির আলোয় পথচলা…,,ui,1,SplashScreen.kt
সকল কন্টেন্ট তৈরি ও সম্পাদনার অনুমতি,,ui,1,SupabaseModels.kt
"সকল ক্ষমতা, সেটিংস ও মুছে ফেলার পূর্ণ নিয়ন্ত্রণ",,ui,1,SupabaseModels.kt
সঠিক ইমেইল দিন অথবা ঐচ্ছিক ঘরটি খালি রাখুন।,,ui,1,ReaderViewModels.kt
সতীর্থ,,content,1,AuthorProfiles.kt
সব গান,,ui,1,MusicScreen.kt
সব চালান,,ui,1,MusicBrowseScreens.kt
সব বিজ্ঞপ্তি,,ui,1,SettingsScreen.kt
সব ভিডিও,,ui,1,VideosScreen.kt
সময়,,ui,1,MusicPlayer.kt
সমাজ ও সংস্কৃতি বিভাগ থেকে,,ui,1,PortalPages.kt
"সমাজ, সংগঠন ও সাংস্কৃতিক উদ্যোগ",,ui,1,PortalPages.kt
সমাজ-ও-সংস্কৃতি,,ui,1,EditorialComponents.kt
সমাজতত্ত্ব,,content,1,NinghsingCheContentData.kt
"সমাজসংস্কারক, ভাষা সংগ্রামী, সাহিত্যিক ও বিশিষ্ট গুণীজনদের অনুপ্রেরণাদায়ী জীবনকথা।",,content,1,NinghsingCheContentData.kt
সম্পর্কিত জিজ্ঞাসা (সরাসরি উত্তর জানতে ট্যাপ করুন):,,ui,1,AiAssistantScreen.kt
সম্পর্কিত জিজ্ঞাসা:,,ui,1,NinghsingCheAiAssistant.kt
সম্পর্কিত প্রশ্ন:,,ui,1,NinghsingCheAiAssistant.kt
সম্পাদকীয়: নিংশিং চে-র দশম বর্ষপূর্তি ও আমাদের আগামী,,content,1,NinghsingCheContentData.kt
সম্পাদনা পরিষদ,,content,1,NinghsingCheContentData.kt
সরাত,,ui,1,MusicGenres.kt
সর্বশেষ আপডেট পেতে আমাদের অ্যাপটি ডাউনলোড করুন,,ui,1,SiteFooter.kt
সাংস্কৃতিক অভিযাত্রা,,content,1,NinghsingCheContentData.kt
সাংস্কৃতিক কর্মী ও প্রাবন্ধিক,,content,1,NinghsingCheContentData.kt
সাইট হালনাগাদ,,ui,1,ContentUpdateNotifier.kt
সাইটম্যাপ,,ui,1,SiteFooter.kt
সাইন-ইন ছাড়া এগিয়ে যান,,ui,1,WelcomeOnboardingScreen.kt
সাদা / লাইট,,ui,1,SettingsScreen.kt
সামাজিক নিয়ম,,content,1,NinghsingCheContentData.kt
সাম্প্রতিক,,ui,1,HomeScreen.kt
সাম্প্রতিক পঠিত তালিকা মুছে ফেলুন,,ui,1,SettingsScreen.kt
সার্ভার জবাব: …,,ui,1,NingshingCheWebsiteClient.kt
সার্ভার ত্রুটি (…),,ui,1,PortalRepository.kt
সিঙ্ক সম্পন্ন: অফলাইন আর্কাইভ প্রস্তুত।,,ui,1,ArticleRepository.kt
"সিলেট, বাংলাদেশ",,content,1,NinghsingCheContentData.kt
সিস্টেম,,ui,1,SettingsScreen.kt
সুকান্ত,,content,1,AuthorProfiles.kt
সুজিত সিংহ ও স্মৃতিকণা সিংহ,,content,1,NinghsingCheContentData.kt
