key,value
বার্ষিক সংখ্যা • {1} সালে প্রকাশিত লেখাসমূহ,বার্ষিক সংখ্যা • {1} মারিত প্রকাশিত লেখাহানি
বার্ষিক সাহিত্য সংকলন,বার্ষিক সাহিত্য সংকলন
বিজ্ঞপ্তি,বিজ্ঞপ্তি
বিজ্ঞপ্তি ({1}),বিজ্ঞপ্তি ({1})
বিজ্ঞপ্তি ও আপডেট,বিজ্ঞপ্তি বারো আপডেট
বিজ্ঞপ্তি চালু করুন,বিজ্ঞপ্তি চালু কর
বিজ্ঞান,বিজ্ঞান
বিজ্ঞান ও প্রযুক্তি,বিজ্ঞান বারো প্রযুক্তি
বিজ্ঞান-ও-প্রযুক্তি,বিজ্ঞান-বারো-প্রযুক্তি
বিভাগ,বিভাগ
বিভাগ গুটিয়ে নিন,বিভাগ গুটিয়া নিল
বিভাগ দেখুন,বিভাগ চা
বিভাগ বন্ধ,বিভাগ বন্ধ
বিভাগ বেছে নিন,বিভাগ বাছ
বিভাগ লোড হয়নি।,বিভাগ লোড অইনি।
"বিভাগ, লেখক, বার্ষিক সংখ্যা ও নির্বাচিত লেখা","বিভাগ, লেখক, বার্ষিক সংখ্যা বারো নির্বাচিত লেখা"
বিভাগসমূহ,বিভাগহানি
বিভাগসমূহ ({1}),বিভাগহানি ({1})
বিরতি,বিরতি
বিরহ,বিরহ
বিশু,বিশু
বিশু উৎসব কীভাবে পালিত হয়?,বিশু উৎসব কিসাদে পালন অর?
বিশু উৎসবে ঐতিহ্যবাহী খাদ্যাভ্যাস ও পোশাক কেমন হয়?,বিশু উৎসবত ঐতিহ্যবাহী খাদ্যাভ্যাস বারো পোশাক কিসাদে অর?
বিশু উৎসবের উৎপত্তি ও পৌরাণিক তাৎপর্য কী?,বিশু উৎসবর উৎপত্তি বারো পৌরাণিক অর্থহান কী?
বিশেষ নির্বাচন,বিশেষ বাছনি
বিশ্লেষণ,বিশ্লেষণ
বিষয় ও বিভাগসমূহ,বিষয় বারো বিভাগহানি
বিষু উৎসব,বিশু উৎসব
বিষ্ণুপ্রিয়া মণিপুরি ঐতিহ্য ও বিশ্ব জ্ঞানকোষ,বিষ্ণুপ্রিয়া মণিপুরি ঐতিহ্য বারো বিশ্ব জ্ঞানকোষ
বিষ্ণুপ্রিয়া মণিপুরি ডিজিটাল সাংস্কৃতিক আর্কাইভ ও সাহিত্য পত্রিকা,বিষ্ণুপ্রিয়া মণিপুরি ডিজিটাল সাংস্কৃতিক আর্কাইভ বারো সাহিত্য পত্রিকা
বিষ্ণুপ্রিয়া মণিপুরি তথ্যকোষ,বিষ্ণুপ্রিয়া মণিপুরি তথ্যকোষ
বিষ্ণুপ্রিয়া মণিপুরি ভাষা আন্দোলনের ইতিহাস কী?,বিষ্ণুপ্রিয়া মণিপুরি ঠার আন্দোলনর ইতিহাস কী?
বিষ্ণুপ্রিয়া মণিপুরি ভাষা ও সংস্কৃতির ডিজিটাল সংকলন — নিংশিং চে।,বিষ্ণুপ্রিয়া মণিপুরি ঠার বারো সংস্কৃতির ডিজিটাল সংকলন — নিংশিং চে।
বিষ্ণুপ্রিয়া মণিপুরি ভাষা ও সাহিত্যের উৎপত্তি সম্পর্কে জানতে চাই,বিষ্ণুপ্রিয়া মণিপুরি ঠার বারো সাহিত্যর উৎপত্তির বারে জানতে চাই
"বিষ্ণুপ্রিয়া মণিপুরি ভাষা, সাহিত্য, ইতিহাস, সংস্কৃতি ও ঐতিহ্যের একমাত্র প্রামাণ্য ও মুক্ত ডিজিটাল তথ্যকোষ ও আর্কাইভ।","বিষ্ণুপ্রিয়া মণিপুরি ঠার, সাহিত্য, ইতিহাস, সংস্কৃতি বারো ঐতিহ্যর একমাত্র প্রামাণ্য বারো মুক্ত ডিজিটাল তথ্যকোষ বারো আর্কাইভ।"
"বিষ্ণুপ্রিয়া মণিপুরি ভাষা, সাহিত্য, সংস্কৃতি ও ইতিহাসের যে কোনো প্রশ্ন করুন","বিষ্ণুপ্রিয়া মণিপুরি ঠার, সাহিত্য, সংস্কৃতি বারো ইতিহাসর যেকোনো প্রশ্ন কর"
বিষ্ণুপ্রিয়া মণিপুরি ভাষার সাংবিধানিক স্বীকৃতির ইতিহাস কী?,বিষ্ণুপ্রিয়া মণিপুরি ঠারর সাংবিধানিক স্বীকৃতির ইতিহাস কী?
বিষ্ণুপ্রিয়া মণিপুরি সমাজে মিংকৌ নাম রাখার নিয়মাবলী কী?,বিষ্ণুপ্রিয়া মণিপুরি সমাজত মিংকৌ নাঙ থবার নিয়মহানি কী?
বিষ্ণুপ্রিয়া মণিপুরি সাহিত্য ও সংস্কৃতি পোর্টাল,বিষ্ণুপ্রিয়া মণিপুরি সাহিত্য বারো সংস্কৃতি পোর্টাল
বিষ্ণুপ্রিয়া মণিপুরিদের অন্যান্য প্রধান সামাজিক ও ধর্মীয় উৎসব কী কী?,বিষ্ণুপ্রিয়া মণিপুরিহানির আরাক প্রধান সামাজিক বারো ধর্মীয় উৎসব কী কী?
বিষ্ণুপ্রিয়া মণিপুরী,বিষ্ণুপ্রিয়া মণিপুরী
বিষ্ণুপ্রিয়া মণিপুরী / Bishnupriya Manipuri,বিষ্ণুপ্রিয়া মণিপুরী / Bishnupriya Manipuri
ব্যবহারকারীর পাতা,আতাকুরার পাতা
ব্যবহারকারীর প্রশ্ন / নির্দেশ: {1},আতাকুরার প্রশ্ন / নির্দেশ: {1}
ব্যবহারকারীর প্রশ্ন: {1},আতাকুরার প্রশ্ন: {1}
ব্রাউজারে খুলুন,ব্রাউজারত খুল
ভজন,ভজন
ভয়েস ইঞ্জিন প্রস্তুত করা যায়নি।,ভয়েস ইঞ্জিন হঙকরানি নার অইল।
ভয়েস থামান,ভয়েস থামাউক
ভয়েস পুনরায় চালু করুন,ভয়েস আরাকবার চালু কর
ভয়েস শুনুন,ভয়েস হুন
ভলিউম {1}%,ভলিউম {1}%
ভাষা,ঠার
ভাষা আন্দোলন,ঠার আন্দোলন
ভাষা ফাইল আনতে শুরু হয়েছে।,ঠার ফাইল আনানি শুরু অইল।
ভাষা ফাইল আনা যায়নি ({1})।,ঠার ফাইল আনানি নার অইল ({1})।
ভাষা বাছাই করুন,ঠার বাছ
ভিউ,ভিউ
ভিউয়ের তথ্য এখনো পাওয়া যায়নি।,ভিউর তথ্য এপাগাও পানা নার অইল।
ভিডিও,ভিডিও
ভিডিও আর্কাইভে নতুন সংযোজন,ভিডিও আর্কাইভত নুৱা যোগ
ভিডিও চালান,ভিডিও বাজাউক
ভিডিও দেখুন,ভিডিও চা
ভুমিকা,ভূমিকা
ভূমিকা,ভূমিকা
মডারেটর,মডারেটর
মণিপুরি রাসলীলায় গোপী ও কৃষ্ণের বেশভূষার বৈশিষ্ট্য কী?,মণিপুরি রাসলীলাত গোপী বারো কৃষ্ণর বেশভূষার বৈশিষ্ট্য কী?
মণিপুরি সমাজে 'মিংকৌ' নামপ্রথা কী?,মণিপুরি সমাজত 'মিংকৌ' নাঙর প্রথা কী?
মণিপুরি সমাজের ঐতিহ্যবাহী 'ইঞ্চৌঘর' কী?,মণিপুরি সমাজর ঐতিহ্যবাহী 'ইঞ্চৌঘর' কী?
মণিপুরী ব্যান্ড,মণিপুরী ব্যান্ড
মন্তব্য,মন্তব্য
মন্তব্য আবশ্যক।,মন্তব্য দরকার।
মন্তব্য ও পাঠক রচনা পর্যালোচনা,মন্তব্য বারো পাঠক রচনা পর্যালোচনা
মন্তব্য করিক,মন্তব্য করিক
মন্তব্য করুন,মন্তব্য কর
মন্তব্য জমা দিন,মন্তব্য জমা দে
মন্তব্য জমা হয়েছে। অনুমোদনের পর প্রকাশিত হবে।,মন্তব্য জমা অইল। অনুমোদনর পিছে দেহানি অইব।
মন্তব্য জমা হয়েছে। অনুমোদনের পর প্রকাশিত হবে। তবে এই ডিভাইসে আপনার তথ্য মনে রাখা যায়নি।,মন্তব্য জমা অইল। অনুমোদনর পিছে দেহানি অইব। তবে এরে ডিভাইসত তর তথ্য মনে ইতু করানি নার অইল।
মন্তব্য তালিকা লোড হয়নি ({1}),মন্তব‍্যর তালিকা লোড অইনি ({1})
মন্তব্য পাঠানি ইল। পর্যালোচনার পর প্রকাশ অইতই।,মন্তব্য পাঠানি ইল। পর্যালোচনার পর প্রকাশ অইতই।
মন্তব্য পাঠানো হচ্ছে...,মন্তব্য দিয়াপেঠানি অর...
মন্তব্য প্রকাশিত হয়েছে,মন্তব্য দেহানি অইল
মহারাস,মহারাস
মহারাস ও রাখাল রাসের বিশেষত্ব কী?,মহারাস বারো রাখাল রাসর বিশেষত্ব কী?
"মহারাস, নিত্যরাস ও রাখাল রাসের মধ্যে পার্থক্য কী?","মহারাস, নিত্যরাস বারো রাখাল রাসর মাজত ফারাক কী?"
মার্চ,মার্চ
মিংকৌ,মিংকৌ
মিংকৌ এবং মূল নামের মধ্যে সামাজিক পার্থক্য ও প্রয়োগ কী?,মিংকৌ বারো মূল নাঙর মাজত সামাজিক ফারাক বারো প্রয়োগ কী?
মিংকৌ প্রথা,মিংকৌ প্রথা
মিনিট,মিনিট
মুছুন,পুস
মুছে ফেলবেন?,পুসিয়া বেলিক?
মুছে ফেলুন,পুসিয়া বেলিক
মূল তাক,মূল তাক
মূল বিষয়,মূল বিষয়
মূল লেখা,মূল লেখা
মে,মে
মেনু,মেনু
মেমরি ও অফলাইন ক্যাশ ব্যবস্থাপনা,মেমরি বারো অফলাইন ক্যাশ ব্যবস্থাপনা
মোট {1} · শেষ {2} দিনে {3},মোট {1} · লাতঙ {2} দিনত {3}
মোট {1}টি জমা,মোট {1}গ জমা
মোট পয়েন্ট,মোট পয়েন্ট
মোট ভিউ,মোট ভিউ
মোটা,মোটা
যাচাইকৃত লেখক,যাচাইকৃত লেখক
যান,যা
যুব,যুব
যে কোনো প্রবন্ধের কার্ডে বা পড়ার সময় বুকমার্ক আইকনে চাপ দিলে তা এখানে সংরক্ষিত থাকবে।,যেকোনো প্রবন্ধর কার্ডত বা পড়ানির সময়ত বুকমার্ক আইকনত চাপ দিলে অহান এহাত ইতু থাইব।
যে রঙে অ্যাপটি পড়তে চান সেটি বেছে নিন — প্রতিটি প্যালেটে লাইট ও ডার্ক দুটি রূপ আছে।,তি যে রঙে অ্যাপ এহান পড়তে চানি অহান বাছ — হারি প্যালেটত লাইট বারো ডার্ক দুই রূপ আসে।
যেকোনো বিষয়ে প্রশ্ন করুন...,যেকোনো বিষয়ে প্রশ্ন কর...
যোগ করুন,যোগ কর
যোগাযোগ করুন,যোগাযোগ কর
রক,রক
রকমারি,রকমারি
রঙের প্যালেট,রঙর প্যালেট
রাখুয়াল,রাখুয়াল
রাতের মোড,রাতর মোড
রাস,রাস
রাস উৎসবে ব্যবহৃত মণিপুরি মৃদঙ্গ ও খোল বাদ্যযন্ত্রের বিশেষত্ব কী?,রাস উৎসবত ব্যবহার অর মণিপুরি মৃদঙ্গ বারো খোল বাদ্যযন্ত্রর বিশেষত্ব কী?
রাসলীলা,রাসলীলা
রিপিট,রিপিট
রিফ্রেশ,রিফ্রেশ
রিমিক্স,রিমিক্স
রিলোড,রিলোড
রিসেট,রিসেট
লগ আউট,নিকুলানি
লাইক,পছন
লাইক {1} ·,পছন {1} ·
লাইট,লাইট
লাইনের ফাঁক (Line Spacing),লাইনর ফাঁক
লাইভ প্রিভিউ (কালপুরুষ ফন্ট):,লাইভ প্রিভিউ (কালপুরুষ ফন্ট):
লিরিক,লিরিক
লেখক,লেখক
লেখক {1}-এর অন্যান্য উল্লেখযোগ্য প্রবন্ধ ও গ্রন্থ কী কী?,লেখক {1}-র আরাক উল্লেখযোগ্য প্রবন্ধ বারো গ্রন্থ কী কী?
লেখক এখানে কোন কোন দিককে বেশি গুরুত্ব দিয়েছেন?,লেখক এহাত কোন কোন দিকরে বেশি গুরুত্ব দেসি?
লেখক • নিংশিং চে,লেখক • নিংশিং চে
লেখকবৃন্দ,লেখকহানি
লেখকের রচনাবলী,লেখকর রচনাহানি
লেখা জমা না হওয়া পর্যন্ত এখানে সংরক্ষিত থাকে — ফিরে এলে যা লিখেছিলেন তাই পাবেন।,লেখা জমা না অইয়া পর্যন্ত এহাত ইতু থাইব — ফিরিয়া আইলে তি যা ইকরাছিলা অহান পাবি।
লেখা জমা যায়নি ({1})। প্রোফাইল সম্পূর্ণ করে আবার চেষ্টা করুন।,লেখা জমা নার অইল ({1})। প্রোফাইল সম্পূর্ণ করিয়া আরাকবার চেষ্টা কর।
লেখা জমা যায়নি।,লেখা জমা নার অইল।
লেখা জমা হয়েছে,লেখা জমা অইল
লেখা জমা হয়েছে। সম্পাদকীয় পর্যালোচনার পর প্রকাশিত হবে।,লেখা জমা অইল। সম্পাদকীয় পর্যালোচনার পিছে দেহানি অইব।
লেখা জমাদান,লেখা জমা দেনা
"লেখা নির্বাচন করলে মোটা, বাঁকা, নিচে দাগ, কপি, কাট ও পেস্ট দেখাবে। ছবি ImgBB-তে আপলোড হয়।","লেখা বাছিলে মোটা, বাঁকা, তলে দাগ, কপি, কাট বারো পেস্ট দেহানি অইব। ছবি ImgBB-ত আপলোড অর।"
লেখা বন্ধ করুন,লেখা বন্ধ কর
"লেখা লিখুন… নির্বাচন করলে মোটা, বাঁকা, নিচে দাগ, কপি, কাট ও পেস্ট আসবে।","লেখা ইকর… বাছিলে মোটা, বাঁকা, তলে দাগ, কপি, কাট বারো পেস্ট আইব।"
লেখা সম্পাদকীয় পর্যালোচনার পর প্রকাশিত হবে। শিরোনাম ও মূল লেখা জমা দেওয়া পর্যন্ত সংরক্ষিত থাকবে।,লেখা সম্পাদকীয় পর্যালোচনার পিছে দেহানি অইব। শিরোনাম বারো মূল লেখা জমা দেনা পর্যন্ত ইতু থাইব।
লোকগীতি,লোকগীতি
লোড হচ্ছে…,লোড অর…
শর্তাবলী,শর্তাবলী
শহীদ,শহীদ
শহীদ সুদেষ্ণা সিংহ ছাড়া আর কারা ভাষা আন্দোলনে ভূমিকা রেখেছিলেন?,শহীদ সুদেষ্ণা সিংহ ছাড়া আর কুরা ঠার আন্দোলনত ভূমিকা রাখেসিল?
শহীদ সুদেষ্ণা সিংহের আত্মত্যাগ সম্পর্কে বলুন,শহীদ সুদেষ্ণা সিংহর আত্মত্যাগর বারে মাত
শাফেল,শাফেল
শিরোনাম,শিরোনাম
শিরোনাম অন্তত ৪ অক্ষরের হতে হবে।,শিরোনাম অন্তত ৪ অক্ষরর অইতে অইব।
শিরোনাম আবশ্যক।,শিরোনাম দরকার।
শিরোনাম ও লেখা আবশ্যক।,শিরোনাম বারো লেখা দরকার।
শিরোনাম ১৬০ অক্ষরের বেশি হতে পারবে না।,শিরোনাম ১৬০ অক্ষরত্ত বেশি অইতে পারব না।
শিরোনামহীন,শিরোনামনাই
শিরোনামহীন আলোচনা,শিরোনামনাই য়্যারী
শিল্পী,শিল্পী
শিশু,শিশু
শীর্ষ উত্তর,শীর্ষ উত্তর
শুধু ছবি ও পিডিএফ ফাইল যুক্ত করা যাবে।,শুধু ছবি বারো পিডিএফ ফাইল যোগ করানি য়্যাকরব।
শুধুমাত্র এই নিবন্ধের তথ্যের ভিত্তিতে উত্তর প্রদান করা হয়,শুধুমাত্র এরে নিবন্ধর তথ্যর ভিত্তিত উত্তর দেনা অর
শুনুন,হুন
শুরু করুন,শুরু কর
শেয়ার,শেয়ার
শেয়ার করুন,শেয়ার কর
শেষ {1} দিন,লাতঙ {1} দিন
শেষ উত্তর,লাতঙ উত্তর
শেষ ছয় মাসে কোনো কার্যক্রম নেই।,লাতঙ ছয় মাসত কোনো কার্যক্রম নেই।
শেষ ৬ মাস,লাতঙ ৬ মাস
শেষ ৬ মাসে মোট {1}টি,লাতঙ ৬ মাসত মোট {1}গ
শোনা {1} মিনিট,{1} মিনিট হুনানি
শোনা মিনিট,হুনানি মিনিট
সংক্রান্তি,সংক্রান্তি
সংক্ষেপ,সংক্ষেপ
সংযুক্তি,সংযুক্তি
সংযুক্তি সরান,সংযুক্তি সর
সংযুক্তি ২০০ এমবি-র বেশি হতে পারে না।,সংযুক্তি ২০০ এমবিত্ত বেশি অইতে পারব না।
সংযুক্তি.pdf,সংযুক্তি.pdf
সংরক্ষণ করুন,ইতু কর
সংরক্ষণ বাতিল করুন,ইতু করানি বাতিল কর
সংরক্ষণ ব্যর্থ: {1},ইতুত লালুইসে: {1}
সংরক্ষণ যায়নি ({1})। লিংক মেয়াদ শেষ হতে পারে।,ইতু করানি নার অইল ({1})। মিলাপর মেয়াদ হাবি অইতে পারে।
সংরক্ষণ সরানো হয়েছে,ইতু করানি সরানি অইল
সংরক্ষণ হচ্ছে...,ইতু করানি অর...
সংরক্ষিত,ইতু করানি অসে
সংরক্ষিত তথ্য লোড হচ্ছে...,ইতু করানি তথ্য লোড অর...
সংরক্ষিত তালিকার মধ্যে খুঁজুন...,ইতু করানি তালিকার মাজত বিসারা...
সংরক্ষিত প্রবন্ধ,ইতু করানি প্রবন্ধ
সংস্করণ {1} • সাইজ: {2},সংস্করণ {1} • সাইজ: {2}
সংস্করণ ১.০.০ (অফিশিয়াল সংস্করণ),সংস্করণ ১.০.০ (অফিশিয়াল সংস্করণ)
সংস্কৃতি,সংস্কৃতি
সংস্কৃতি ও উৎসব,সংস্কৃতি বারো উৎসব
সংস্কৃতির আলোয় পথচলা…,সংস্কৃতির আলোত চলানি…
সকল PDF,হাবি PDF
সকল কন্টেন্ট তৈরি ও সম্পাদনার অনুমতি,হাবি কন্টেন্ট হঙকরানি বারো পতানির অনুমতি
"সকল ক্ষমতা, সেটিংস ও মুছে ফেলার পূর্ণ নিয়ন্ত্রণ","হাবি ক্ষমতা, সেটিংস বারো পুসানির পূর্ণ নিয়ন্ত্রণ"
সঙ্গীত,এলা
সঠিক ইমেইল দিন অথবা ঐচ্ছিক ঘরটি খালি রাখুন।,সঠিক ইমেইল দে নাইলে ঐচ্ছিক ঘর এহান খালি ইতু কর।
সব,হাবি
সব উত্তর দেখুন ({1}),হাবি উত্তর চা ({1})
সব গান,হাবি গান
সব চালান,হাবি বাজাউক
সব দেখুন,হাবি চা
সব বিজ্ঞপ্তি,হাবি বিজ্ঞপ্তি
সব ভিডিও,হাবি ভিডিও
সব সংরক্ষিত,হাবি ইতু করানি
সবুজ পাতা আর অলিভ-সোনালি,সবুজ পাতা বারো অলিভ-সোনালি
সময়,সময়
সময়ের সাথে ভিউ,সময়র লগে ভিউ
সমাজ,সমাজ
সমাজ ও সংস্কৃতি,সমাজ বারো সংস্কৃতি
সমাজ-ও-সংস্কৃতি,সমাজ-বারো-সংস্কৃতি
সম্পর্কিত জিজ্ঞাসা (সরাসরি উত্তর জানতে ট্যাপ করুন):,সম্পর্কিত জিজ্ঞাসা (সরাসরি উত্তর জানানিরকা ট্যাপ কর):
সম্পর্কিত জিজ্ঞাসা:,সম্পর্কিত জিজ্ঞাসা:
সম্পর্কিত প্রশ্ন:,সম্পর্কিত প্রশ্নহানি:
সম্পাদক,সম্পাদক
সম্পাদকীয়,সম্পাদকীয়
সম্পাদকীয়,সম্পাদকীয়
সম্পাদনা,পতানি
সম্পাদনা সংরক্ষণ হয়নি।,পতানি ইতু অইনি।
সরাত,সরাত
সরান,সর
সর্বশেষ আপডেট পেতে আমাদের অ্যাপটি ডাউনলোড করুন,লাতঙ আপডেট পানিরকা আমার অ্যাপ এহান ডাউনলোড কর
সর্বোচ্চ {1},বেসি বেসি {1}
সাইট হালনাগাদ,সাইট হালনাগাদ
সাইটম্যাপ,সাইটম্যাপ
সাইন ইন,সাইন-ইন
সাইন ইন করা নেই।,সাইন-ইন অইনি।
সাইন ইন করা নেই। আবার প্রবেশ করুন।,সাইন-ইন অইনি। আরাকবার হমানি।
সাইন ইন করুন,সাইন-ইন কর
সাইন-ইন ছাড়া এগিয়ে যান,সাইন-ইন ছাড়াই চালু কর
সাইন-ইন ছাড়া পরবর্তী,সাইন-ইন ছাড়াই থাংনাত
সাদা / লাইট,সাদা / লাইট
সাধারণ,সাধারণ
সাম্প্রতিক,হাদিএহান
সাম্প্রতিক আলোচনা,হাদিএহান য়্যারিহানি
সাম্প্রতিক পঠিত তালিকা মুছে ফেলুন,হাদিএহান পড়ানির তালিকা পুসিয়া বেলিক
সারসংক্ষেপ,সারসংক্ষেপ
সার্ভার জবাব: {1},সার্ভারর জবাব: {1}
সার্ভার ত্রুটি ({1}),সার্ভার ত্রুটি ({1})
সাহিত্য,সাহিত্য
সিঙ্ক সম্পন্ন: অফলাইন আর্কাইভ প্রস্তুত।,সিঙ্ক সম্পন্ন: অফলাইন আর্কাইভ প্রস্তুত।
সিস্টেম,সিস্টেম
সিস্টেম আপডেট,সিস্টেম আপডেট
সুদেষ্ণা,সুদেষ্ণা
সুদেষ্ণা সিংহ,সুদেষ্ণা সিংহ
সুপাবেজ (Supabase) এপিআই থেকে ডাটা লোড হচ্ছে...,Supabase এপিআইত্ত ডাটা লোড অর...
সুপাবেজ (Supabase) থেকে {1}টি প্রবন্ধ সিঙ্ক সম্পন্ন,Supabase-ত্ত {1}গ প্রবন্ধ সিঙ্ক সম্পন্ন
সুপাবেজে নতুন ডাটা পাওয়া যায়নি; অফলাইন ক্যাশ ব্যবহার করা হচ্ছে।,Supabase-ত নুৱা ডাটা পানা নার অইল; অফলাইন ক্যাশ ব্যবহার করানি অর।
সেটিংস,সেটিংস
সেপ্টে,সেপ্টে
সেপ্টেম্বর,সেপ্টেম্বর
সেপ্টেম্বর মাস,সেপ্টেম্বর মাস
সেরা অবদানকারী,সেরা অবদানকারী
সেশনের মেয়াদ শেষ হয়েছে। আবার প্রবেশ করুন।,সেশনর মেয়াদ হাবি অইল। আরাকবার হমানি।
স্ক্রল,স্ক্রল
স্ক্রল দৃশ্য  ·  চিমটি করে জুম,স্ক্রল দৃশ্য  ·  চিমটি করিয়া জুম
স্ক্রল হ্যান্ডেল,স্ক্রল হ্যান্ডেল
স্ক্রিন জ্বালিয়ে রাখুন,স্ক্রিন জ্বালিয়া ইতু কর
স্বাগতম। Google অ্যাকাউন্ট দিয়ে প্রবেশ করুন।,স্বাগতম। Google একাউন্ট দিয়ে হমানি।
স্বাভাবিক আকারে ফিরতে দুই আঙুল টেনে ছোট করুন,স্বাভাবিক আকারত ফিরানিরকা দুই আঙুল টানিয়া হুরু কর
স্মারক,স্মারক
স্মারক ও উৎসব,স্মারক বারো উৎসব
স্মৃতি,স্মৃতি
স্মৃতিচারণ,স্মৃতিচারণ
স্লিপ টাইমার,স্লিপ টাইমার
স্লিপ টাইমার {1} মিনিট,স্লিপ টাইমার {1} মিনিট
স্লিপ টাইমার বন্ধ,স্লিপ টাইমার বন্ধ
স্লিপ টাইমার শেষ,স্লিপ টাইমার হাবি অইল
হাব্বি মন্তব্যহানি,হাবি মন্তব্যহানি
হোলি কীর্তন,হোলি কীর্তন
হ্যাঁ,হয়
১৬ মার্চ,১৬ মার্চ
১৯৯৬ সালের ১৬ মার্চের ভাষা আন্দোলনের পটভূমি কী ছিল?,১৯৯৬ মারির ১৬ মার্চর ঠার আন্দোলনর পটভূমি কী আসিল?
১–{1},১–{1}
৩টি প্রবন্ধ · ৫টি গান · ৯২০ পয়েন্ট,৩গ প্রবন্ধ · ৫গ গান · ৯২০ পয়েন্ট
— শেষ —,— হাবি অইল —
❓ প্রশ্নোত্তর বিশ্লেষণ,❓ প্রশ্ন-উত্তর বিশ্লেষণ
🎯 লেখকের বক্তব্য,🎯 লেখকর বক্তব্য
💡 মূল শিক্ষণীয় বিষয়,💡 মূল শিক্ষণীয় বিষয়
📌 সম্পূর্ণ সারসংক্ষেপ,📌 সম্পূর্ণ সারসংক্ষেপ
📎 পিডিএফ সংযুক্ত,📎 পিডিএফ সংযুক্ত
